local_file_id	path_stub_or_redacted_path	file_name	extension	file_size_bytes	modified_date	probable_author_from_path	probable_title_from_filename	probable_year_from_filename	probable_volume_issue_from_filename	folder_context	is_probable_jbrs	manifest_confidence	needs_manual_review	notes
063121-3ae8a6c44290	Burmese/Burma JBRS/1916/063121.pdf	063121.pdf	pdf	695054						1916 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
063131-f2d5d8bfda88	Burmese/Burma JBRS/1916/063131.pdf	063131.pdf	pdf	469381						1916 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
063139-91fcc30377c2	Burmese/Burma JBRS/JBRS Originals/063139.pdf	063139.pdf	pdf	314362						1916 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
063145-297231d470d5	Burmese/Burma JBRS/1916/063145.pdf	063145.pdf	pdf	2651730						1916 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
063203-44aae7d4614f	Burmese/Burma JBRS/1916/063203.pdf	063203.pdf	pdf	191044						1916 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
063205-59c376834663	Burmese/Burma JBRS/1916/063205.pdf	063205.pdf	pdf	465209						1916 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
063213-f04fbc19a3f0	Burmese/Burma JBRS/1916/063213.pdf	063213.pdf	pdf	798085						1916 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
063223-94665256fe7e	Burmese/Burma JBRS/JBRS Originals/063223.pdf	063223.pdf	pdf	188386						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
063225-abd84c39263c	Burmese/Burma JBRS/JBRS Originals/063225.pdf	063225.pdf	pdf	274756						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
063229-aaa336ad9cbb	Burmese/Burma JBRS/JBRS Originals/063229.pdf	063229.pdf	pdf	101953						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
063230-96da048b2bd7	Burmese/Burma JBRS/1916/063230.pdf	063230.pdf	pdf	107716						1916 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071001-7fa61801a1ec	Burmese/Burma JBRS/1917/071001.pdf	071001.pdf	pdf	809144						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071013-6eea453d65d2	Burmese/Burma JBRS/JBRS Originals/071013.pdf	071013.pdf	pdf	1337043						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071027-332ca44661ff	Burmese/Burma JBRS/1917/071027.pdf	071027.pdf	pdf	667588						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071037-1894e50d86e7	Burmese/Burma JBRS/JBRS Originals/071037.pdf	071037.pdf	pdf	558510						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071045-b1c90bcb3fe6	Burmese/Burma JBRS/JBRS Originals/071045.pdf	071045.pdf	pdf	708276						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071056-7c47c98ca73f	Burmese/Burma JBRS/JBRS Originals/071056.pdf	071056.pdf	pdf	88431						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071057-2ee81f86b59f	Burmese/Burma JBRS/JBRS Originals/071057.pdf	071057.pdf	pdf	891610						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071069-b62d80bbe884	Burmese/Burma JBRS/1917/071069.pdf	071069.pdf	pdf	904349						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071082-f231e3f70393	Burmese/Burma JBRS/JBRS Originals/071082.pdf	071082.pdf	pdf	214596						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071085-c46ebb5de31d	Burmese/Burma JBRS/1917/071085.pdf	071085.pdf	pdf	237854						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071088-f61f8926c231	Burmese/Burma JBRS/1917/071088.pdf	071088.pdf	pdf	436345						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071094-34bb9d6dc9cc	Burmese/Burma JBRS/1917/071094.pdf	071094.pdf	pdf	918751						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071110-3baa3a8f1493	Burmese/Burma JBRS/JBRS Originals/071110.pdf	071110.pdf	pdf	19847						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
071111-68d1c41410ae	Burmese/Burma JBRS/JBRS Originals/071111.pdf	071111.pdf	pdf	297732						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
072127-10c4b41ffa87	Burmese/Burma JBRS/1917/072127.pdf	072127.pdf	pdf	572716						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
072137-acc26fa32523	Burmese/Burma JBRS/1917/072137.pdf	072137.pdf	pdf	310943						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
072143-e40922495a65	Burmese/Burma JBRS/1917/072143.pdf	072143.pdf	pdf	185568						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
072147-7ab6bc5bbd26	Burmese/Burma JBRS/1917/072147.pdf	072147.pdf	pdf	818946						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
072159-9b2bf82bcb39	Burmese/Burma JBRS/JBRS Originals/072159.pdf	072159.pdf	pdf	872090						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
072175-77982ecd0396	Burmese/Burma JBRS/JBRS Originals/072175.pdf	072175.pdf	pdf	418811						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
072181-69df44382c65	Burmese/Burma JBRS/JBRS Originals/072181.pdf	072181.pdf	pdf	248420						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
072184-81bec2845bfb	Burmese/Burma JBRS/1917/072184.pdf	072184.pdf	pdf	117321						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
072186-2cdee7008687	Burmese/Burma JBRS/JBRS Originals/072186.pdf	072186.pdf	pdf	430936						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
072192-63a4fb50cad1	Burmese/Burma JBRS/1917/072192.pdf	072192.pdf	pdf	174870						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
072194-d484a5de8651	Burmese/Burma JBRS/1917/072194.pdf	072194.pdf	pdf	83110						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
073203-d839184084a7	Burmese/Burma JBRS/JBRS Originals/073203.pdf	073203.pdf	pdf	988001						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
073221-ec8a3b430337	Burmese/Burma JBRS/1917/073221.pdf	073221.pdf	pdf	1424101						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
073241-c60480724b7f	Burmese/Burma JBRS/JBRS Originals/073241.pdf	073241.pdf	pdf	701592						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
073251-69f84cf1b267	Burmese/Burma JBRS/JBRS Originals/073251.pdf	073251.pdf	pdf	245707						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
073255-acec6f1e760e	Burmese/Burma JBRS/1917/073255.pdf	073255.pdf	pdf	534917						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
073263-35036c21884c	Burmese/Burma JBRS/JBRS Originals/073263.pdf	073263.pdf	pdf	631017						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
073274-0db49ff9d388	Burmese/Burma JBRS/JBRS Originals/073274.pdf	073274.pdf	pdf	203472						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
073277-07351770d820	Burmese/Burma JBRS/JBRS Originals/073277.pdf	073277.pdf	pdf	42352						1917 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
073278-eadfd8868804	Burmese/Burma JBRS/JBRS Originals/073278.pdf	073278.pdf	pdf	87590						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
073279-7f0786dd442b	Burmese/Burma JBRS/JBRS Originals/073279.pdf	073279.pdf	pdf	500464						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
073284-d1fdb1e901f1	Burmese/Burma JBRS/JBRS Originals/073284.pdf	073284.pdf	pdf	72877						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
073285-42e7903b4058	Burmese/Burma JBRS/JBRS Originals/073285.pdf	073285.pdf	pdf	85141						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
081001-c3d013c150f2	Burmese/Burma JBRS/1918/081001.pdf	081001.pdf	pdf	612512						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
081009-313c9daab433	Burmese/Burma JBRS/1918/081009.pdf	081009.pdf	pdf	440805						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
081015-78c3aa63b699	Burmese/Burma JBRS/JBRS Originals/081015.pdf	081015.pdf	pdf	413784						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
081021-81b457e42898	Burmese/Burma JBRS/1918/081021.pdf	081021.pdf	pdf	778698						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
081033-96e2e6352feb	Burmese/Burma JBRS/1918/081033.pdf	081033.pdf	pdf	392590						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
081039-a86394aa815a	Burmese/Burma JBRS/JBRS Originals/081039.pdf	081039.pdf	pdf	128703						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
081040-c37292618b67	Burmese/Burma JBRS/JBRS Originals/081040.pdf	081040.pdf	pdf	923819						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
081052-3f8ce72898bd	Burmese/Burma JBRS/1918/081052.pdf	081052.pdf	pdf	105256						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
081054-534270c7ebb8	Burmese/Burma JBRS/JBRS Originals/081054.pdf	081054.pdf	pdf	217069						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
081057-43f94b7b6186	Burmese/Burma JBRS/JBRS Originals/081057.pdf	081057.pdf	pdf	491807						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
081063-431100581f04	Burmese/Burma JBRS/JBRS Originals/081063.pdf	081063.pdf	pdf	109266						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
081064-e1b2509336fe	Burmese/Burma JBRS/JBRS Originals/081064.pdf	081064.pdf	pdf	242446						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082081-b20ed900e378	Burmese/Burma JBRS/1918/082081.pdf	082081.pdf	pdf	1267432						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082099-652575bc84df	Burmese/Burma JBRS/JBRS Originals/082099.pdf	082099.pdf	pdf	568443						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082107-a13b951ea6ee	Burmese/Burma JBRS/JBRS Originals/082107.pdf	082107.pdf	pdf	312012						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082113-286532b4f67e	Burmese/Burma JBRS/1918/082113.pdf	082113.pdf	pdf	428881						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082121-b10a9409289a	Burmese/Burma JBRS/JBRS Originals/082121.pdf	082121.pdf	pdf	1557999						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082143-40846ff4e45d	Burmese/Burma JBRS/1918/082143.pdf	082143.pdf	pdf	626298						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082153-5d75719ae7c3	Burmese/Burma JBRS/1918/082153.pdf	082153.pdf	pdf	450374						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082159-4c6d9c7e2759	Burmese/Burma JBRS/JBRS Originals/082159.pdf	082159.pdf	pdf	120606						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082160-24d654564d73	Burmese/Burma JBRS/JBRS Originals/082160.pdf	082160.pdf	pdf	186767						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082163-58d17deea586	Burmese/Burma JBRS/1918/082163.pdf	082163.pdf	pdf	27132						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082164-16588293f2a3	Burmese/Burma JBRS/JBRS Originals/082164.pdf	082164.pdf	pdf	161430						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082166-b63929ac4fbf	Burmese/Burma JBRS/1918/082166.pdf	082166.pdf	pdf	382034						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082171-f3ef8090599c	Burmese/Burma JBRS/JBRS Originals/082171.pdf	082171.pdf	pdf	94874						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082172-b54f0376a780	Burmese/Burma JBRS/1918/082172.pdf	082172.pdf	pdf	283371						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082176-f85b36e6bdb0	Burmese/Burma JBRS/JBRS Originals/082176.pdf	082176.pdf	pdf	207919						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082179-088166f4d7ec	Burmese/Burma JBRS/JBRS Originals/082179.pdf	082179.pdf	pdf	102236						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082180-95cda4cc1bde	Burmese/Burma JBRS/JBRS Originals/082180.pdf	082180.pdf	pdf	35859						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
082181-e0541151cf82	Burmese/Burma JBRS/JBRS Originals/082181.pdf	082181.pdf	pdf	194735						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
083189-39dbcb3e5f02	Burmese/Burma JBRS/JBRS Originals/083189.pdf	083189.pdf	pdf	1050010						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
083199-febe4428d75a	Burmese/Burma JBRS/JBRS Originals/083199.pdf	083199.pdf	pdf	1010204						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
083213-3a74624c6852	Burmese/Burma JBRS/JBRS Originals/083213.pdf	083213.pdf	pdf	665358						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
083223-771270f06c0d	Burmese/Burma JBRS/JBRS Originals/083223.pdf	083223.pdf	pdf	621791						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
083233-7e7fd2110d52	Burmese/Burma JBRS/1918/083233.pdf	083233.pdf	pdf	1340452						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
083255-31a19239f3a0	Burmese/Burma JBRS/1918/083255.pdf	083255.pdf	pdf	520738						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
083263-0c05f7125d52	Burmese/Burma JBRS/JBRS Originals/083263.pdf	083263.pdf	pdf	509523						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
083270-14b73ca14a1a	Burmese/Burma JBRS/1918/083270.pdf	083270.pdf	pdf	266449						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
083275-80515cf11687	Burmese/Burma JBRS/JBRS Originals/083275.pdf	083275.pdf	pdf	601785						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
083285-ccbafde46147	Burmese/Burma JBRS/1918/083285.pdf	083285.pdf	pdf	83221						1918 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
083286-b30f197ec593	Burmese/Burma JBRS/JBRS Originals/083286.pdf	083286.pdf	pdf	12418						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
083286a-ad970aff069e	Burmese/Burma JBRS/JBRS Originals/083286A.pdf	083286A.pdf	pdf	96480						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
091001-8b7c4f87a226	Burmese/Burma JBRS/JBRS Originals/091001.pdf	091001.pdf	pdf	892057						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
091015-ae3e130fe3bd	Burmese/Burma JBRS/1919/091015.pdf	091015.pdf	pdf	854629						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
091027-70ec99988610	Burmese/Burma JBRS/JBRS Originals/091027.pdf	091027.pdf	pdf	344764						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
091033-18ba039b48d4	Burmese/Burma JBRS/JBRS Originals/091033.pdf	091033.pdf	pdf	1532176						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
091052-cee9cc0ef91d	Burmese/Burma JBRS/JBRS Originals/091052.pdf	091052.pdf	pdf	98183						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
091053-5acfb4f31690	Burmese/Burma JBRS/JBRS Originals/091053.pdf	091053.pdf	pdf	231053						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
091056-1d0466a11745	Burmese/Burma JBRS/JBRS Originals/091056.pdf	091056.pdf	pdf	34874						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
092063-c96b46ac9386	Burmese/Burma JBRS/JBRS Originals/092063.pdf	092063.pdf	pdf	1361789						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
092083-515729f009e7	Burmese/Burma JBRS/1919/092083.pdf	092083.pdf	pdf	1172451						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
092097-c6d60e6c0d72	Burmese/Burma JBRS/JBRS Originals/092097.pdf	092097.pdf	pdf	410657						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
092103-69d825d7d9b8	Burmese/Burma JBRS/1919/092103.pdf	092103.pdf	pdf	437979						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
092109-669f6576a8d2	Burmese/Burma JBRS/JBRS Originals/092109.pdf	092109.pdf	pdf	173837						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
092111-2b4a82b8879a	Burmese/Burma JBRS/1919/092111.pdf	092111.pdf	pdf	85557						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
092112-182feecff36d	Burmese/Burma JBRS/JBRS Originals/092112.pdf	092112.pdf	pdf	18153						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
092112a-b863099bdb24	Burmese/Burma JBRS/JBRS Originals/092112A.pdf	092112A.pdf	pdf	19236						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
093117-88ed6b0e9156	Burmese/Burma JBRS/1919/093117.pdf	093117.pdf	pdf	457991						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
093125-1af51c958314	Burmese/Burma JBRS/1919/093125.pdf	093125.pdf	pdf	261556						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
093129-c0da47fb3193	Burmese/Burma JBRS/1919/093129.pdf	093129.pdf	pdf	849629						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
093145-7f45fe275a84	Burmese/Burma JBRS/1919/093145.pdf	093145.pdf	pdf	411558						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
093151-ab14c103ce2d	Burmese/Burma JBRS/1919/093151.pdf	093151.pdf	pdf	162917						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
093153-6ee598741133	Burmese/Burma JBRS/JBRS Originals/093153.pdf	093153.pdf	pdf	137347						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
093155-d9fad16655f0	Burmese/Burma JBRS/JBRS Originals/093155.pdf	093155.pdf	pdf	122579						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
093157-216e6c592e8b	Burmese/Burma JBRS/1919/093157.pdf	093157.pdf	pdf	71821						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
093158-9c4a29cf3f1f	Burmese/Burma JBRS/JBRS Originals/093158.pdf	093158.pdf	pdf	34008						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
093158a-20f435d13d1e	Burmese/Burma JBRS/JBRS Originals/093158A.pdf	093158A.pdf	pdf	105174						1919 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
093159-a72d541169ea	Burmese/Burma JBRS/JBRS Originals/093159.pdf	093159.pdf	pdf	65710						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
093160-d2723df5d007	Burmese/Burma JBRS/JBRS Originals/093160.pdf	093160.pdf	pdf	9100						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
093160a-03b15d20bb7c	Burmese/Burma JBRS/JBRS Originals/093160A.pdf	093160A.pdf	pdf	15869						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101001-e4401f608c69	Burmese/Burma JBRS/JBRS Originals/101001.pdf	101001.pdf	pdf	1202360						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101005-5705497b7e5e	Burmese/Burma JBRS/1920/101005.pdf	101005.pdf	pdf	582155						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101013-0a1bd97f3a1f	Burmese/Burma JBRS/1920/101013.pdf	101013.pdf	pdf	162859						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101015-4ba21055b718	Burmese/Burma JBRS/1920/101015.pdf	101015.pdf	pdf	401691						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101020-4d986f9130bc	Burmese/Burma JBRS/JBRS Originals/101020.pdf	101020.pdf	pdf	277405						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101023-6c1a34f41875	Burmese/Burma JBRS/JBRS Originals/101023.pdf	101023.pdf	pdf	188283						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101025-d934584a518c	Burmese/Burma JBRS/JBRS Originals/101025.pdf	101025.pdf	pdf	15294						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101025a-78cecaa84cd7	Burmese/Burma JBRS/JBRS Originals/101025A.pdf	101025A.pdf	pdf	26541						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101025b-6f872395552f	Burmese/Burma JBRS/JBRS Originals/101025B.pdf	101025B.pdf	pdf	8183						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101025c-8b93ac6abb6c	Burmese/Burma JBRS/JBRS Originals/101025C.pdf	101025C.pdf	pdf	33286						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101026-095c3482dca5	Burmese/Burma JBRS/JBRS Originals/101026.pdf	101026.pdf	pdf	21129						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101026a-1f47db0ab6d1	Burmese/Burma JBRS/JBRS Originals/101026A.pdf	101026A.pdf	pdf	77400						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101027-0f228c77b288	Burmese/Burma JBRS/JBRS Originals/101027.pdf	101027.pdf	pdf	49677						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
101028-2803d7130503	Burmese/Burma JBRS/JBRS Originals/101028.pdf	101028.pdf	pdf	244698						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
102041-fbc91ac44386	Burmese/Burma JBRS/JBRS Originals/102041.pdf	102041.pdf	pdf	641259						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
102049-bb70d30ebeab	Burmese/Burma JBRS/JBRS Originals/102049.pdf	102049.pdf	pdf	910482						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
102061-6f6157af27aa	Burmese/Burma JBRS/JBRS Originals/102061.pdf	102061.pdf	pdf	72698						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
102062-d9541cadfec2	Burmese/Burma JBRS/JBRS Originals/102062.pdf	102062.pdf	pdf	206611						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
102065-86f12dd10c1f	Burmese/Burma JBRS/JBRS Originals/102065.pdf	102065.pdf	pdf	142053						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
102067-d0831096fea3	Burmese/Burma JBRS/JBRS Originals/102067.pdf	102067.pdf	pdf	454086						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
102075-7598b6c787c9	Burmese/Burma JBRS/1920/102075.pdf	102075.pdf	pdf	190866						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
102077-d23a4b358510	Burmese/Burma JBRS/JBRS Originals/102077.pdf	102077.pdf	pdf	110449						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
102079-054596fbd560	Burmese/Burma JBRS/JBRS Originals/102079.pdf	102079.pdf	pdf	197197						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
102081-e694a37d2303	Burmese/Burma JBRS/JBRS Originals/102081.pdf	102081.pdf	pdf	70730						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
102082-ffc035238642	Burmese/Burma JBRS/JBRS Originals/102082.pdf	102082.pdf	pdf	90782						JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
103088-b644b0c7440f	Burmese/Burma JBRS/JBRS Originals/103088.pdf	103088.pdf	pdf	372167						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
103093-5d57c0642dcf	Burmese/Burma JBRS/JBRS Originals/103093.pdf	103093.pdf	pdf	756704						1920 | JBRS Originals	true	medium	true	Supplemented from existing redacted local_file_manifest.tsv entry.
