local_file_id	batch_id	file_name	year	path_stub	ocr_text_path	metadata_path	pages_completed	ocr_status	language_scope_guess	contains_translation_marker	contains_text_marker	contains_inscription_marker	contains_burmese_marker	contains_pali_marker	contains_mon_marker	contains_pyu_marker	notes
may_oung_1929_prome_and_the_pyus_jbrs_2_-b82612456f38	jbrs-ocr-3337	021072.pdf		Burmese/Burma JBRS/JBRS Originals/021072.pdf	data/working/ocr/jbrs/text/may_oung_1929_prome_and_the_pyus_jbrs_2_-b82612456f38.txt	data/working/ocr/jbrs/metadata/may_oung_1929_prome_and_the_pyus_jbrs_2_-b82612456f38.json	2	completed	Burmese	false	false	true	false	false	true	true	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
pe_maung_tin_development_of_burmese_lang-3825b88497cc	jbrs-ocr-3343	141058.pdf		Burmese/Burma JBRS/JBRS Originals/141058.pdf	data/working/ocr/jbrs/text/pe_maung_tin_development_of_burmese_lang-3825b88497cc.txt	data/working/ocr/jbrs/metadata/pe_maung_tin_development_of_burmese_lang-3825b88497cc.json	2	completed	Burmese	true	true	true	true	true	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
292139-e4dff1f83397	jbrs-ocr-1771	292139.pdf		Burmese/Burma JBRS/JBRS Originals/292139.pdf	data/working/ocr/jbrs/text/292139-e4dff1f83397.txt	data/working/ocr/jbrs/metadata/292139-e4dff1f83397.json	18	completed	Burmese	true	false	false	false	false	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
292187-54cbd71592a6	jbrs-ocr-1774	292187.pdf		Burmese/Burma JBRS/JBRS Originals/292187.pdf	data/working/ocr/jbrs/text/292187-54cbd71592a6.txt	data/working/ocr/jbrs/metadata/292187-54cbd71592a6.json	6	completed	Burmese	true	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
301283-02e08d098958	jbrs-ocr-1785	301283.pdf		Burmese/Burma JBRS/JBRS Originals/301283.pdf	data/working/ocr/jbrs/text/301283-02e08d098958.txt	data/working/ocr/jbrs/metadata/301283-02e08d098958.json	53	completed	Burmese	true	false	true	true	true	true	true	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
311001-03e7c3f90427	jbrs-ocr-1800	311001.pdf		Burmese/Burma JBRS/JBRS Originals/311001.pdf	data/working/ocr/jbrs/text/311001-03e7c3f90427.txt	data/working/ocr/jbrs/metadata/311001-03e7c3f90427.json	18	completed	Burmese	false	false	false	false	false	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
321079-886d98b46919	jbrs-ocr-1819	321079.pdf		Burmese/Burma JBRS/JBRS Originals/321079.pdf	data/working/ocr/jbrs/text/321079-886d98b46919.txt	data/working/ocr/jbrs/metadata/321079-886d98b46919.json	16	completed	Burmese	true	true	true	true	true	true	true	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
331059-e67f16a2e05f	jbrs-ocr-1826	331059.pdf		Burmese/Burma JBRS/JBRS Originals/331059.pdf	data/working/ocr/jbrs/text/331059-e67f16a2e05f.txt	data/working/ocr/jbrs/metadata/331059-e67f16a2e05f.json	30	completed	Burmese	false	false	false	false	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
361021-54644d3a17b0	jbrs-ocr-1844	361021.pdf		Burmese/Burma JBRS/JBRS Originals/361021.pdf	data/working/ocr/jbrs/text/361021-54644d3a17b0.txt	data/working/ocr/jbrs/metadata/361021-54644d3a17b0.json	38	completed	Burmese	false	false	false	false	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
362071-d4bf7e7fb62b	jbrs-ocr-1853	362071.pdf		Burmese/Burma JBRS/JBRS Originals/362071.pdf	data/working/ocr/jbrs/text/362071-d4bf7e7fb62b.txt	data/working/ocr/jbrs/metadata/362071-d4bf7e7fb62b.json	12	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
371082-7a1c7ddce722	jbrs-ocr-1862	371082.pdf		Burmese/Burma JBRS/JBRS Originals/371082.pdf	data/working/ocr/jbrs/text/371082-7a1c7ddce722.txt	data/working/ocr/jbrs/metadata/371082-7a1c7ddce722.json	8	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
381083-12d7f0794499	jbrs-ocr-1879	381083.pdf		Burmese/Burma JBRS/JBRS Originals/381083.pdf	data/working/ocr/jbrs/text/381083-12d7f0794499.txt	data/working/ocr/jbrs/metadata/381083-12d7f0794499.json	24	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
392159-e73aadff7c58	jbrs-ocr-1892	392159.pdf		Burmese/Burma JBRS/JBRS Originals/392159.pdf	data/working/ocr/jbrs/text/392159-e73aadff7c58.txt	data/working/ocr/jbrs/metadata/392159-e73aadff7c58.json	17	completed	Burmese	true	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
411019-551955e7ff53	jbrs-ocr-1916	411019.pdf		Burmese/Burma JBRS/JBRS Originals/411019.pdf	data/working/ocr/jbrs/text/411019-551955e7ff53.txt	data/working/ocr/jbrs/metadata/411019-551955e7ff53.json	19	completed	Burmese	true	true	true	true	true	true	true	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
421001-78634f673824	jbrs-ocr-1924	421001.pdf		Burmese/Burma JBRS/JBRS Originals/421001.pdf	data/working/ocr/jbrs/text/421001-78634f673824.txt	data/working/ocr/jbrs/metadata/421001-78634f673824.json	18	completed	Burmese	false	false	true	true	false	true	true	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
421032-8e176e037797	jbrs-ocr-1926	421032.pdf		Burmese/Burma JBRS/JBRS Originals/421032.pdf	data/working/ocr/jbrs/text/421032-8e176e037797.txt	data/working/ocr/jbrs/metadata/421032-8e176e037797.json	20	completed	Burmese	true	false	true	true	true	true	true	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
421075-bc9ae929dc52	jbrs-ocr-1928	421075.pdf		Burmese/Burma JBRS/JBRS Originals/421075.pdf	data/working/ocr/jbrs/text/421075-bc9ae929dc52.txt	data/working/ocr/jbrs/metadata/421075-bc9ae929dc52.json	38	completed	Burmese	true	false	true	true	true	true	true	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
422041-4570ce56de9f	jbrs-ocr-1937	422041.pdf		Burmese/Burma JBRS/JBRS Originals/422041.pdf	data/working/ocr/jbrs/text/422041-4570ce56de9f.txt	data/working/ocr/jbrs/metadata/422041-4570ce56de9f.json	6	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
422153-83e8c8cc2395	jbrs-ocr-1944	422153.pdf		Burmese/Burma JBRS/JBRS Originals/422153.pdf	data/working/ocr/jbrs/text/422153-83e8c8cc2395.txt	data/working/ocr/jbrs/metadata/422153-83e8c8cc2395.json	26	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
431051-18165066370d	jbrs-ocr-1953	431051.pdf		Burmese/Burma JBRS/JBRS Originals/431051.pdf	data/working/ocr/jbrs/text/431051-18165066370d.txt	data/working/ocr/jbrs/metadata/431051-18165066370d.json	5	completed	Burmese	false	true	true	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
442301-06d636206b45	jbrs-ocr-1979	442301.pdf		Burmese/Burma JBRS/JBRS Originals/442301.pdf	data/working/ocr/jbrs/text/442301-06d636206b45.txt	data/working/ocr/jbrs/metadata/442301-06d636206b45.json	1	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
451007-cc1e3f0605e9	jbrs-ocr-1981	451007.pdf		Burmese/Burma JBRS/JBRS Originals/451007.pdf	data/working/ocr/jbrs/text/451007-cc1e3f0605e9.txt	data/working/ocr/jbrs/metadata/451007-cc1e3f0605e9.json	21	completed	Burmese	true	false	false	false	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
452137-c94f87ea513f	jbrs-ocr-1989	452137.pdf		Burmese/Burma JBRS/JBRS Originals/452137.pdf	data/working/ocr/jbrs/text/452137-c94f87ea513f.txt	data/working/ocr/jbrs/metadata/452137-c94f87ea513f.json	25	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
461001-595b35f5e1c5	jbrs-ocr-1995	461001.pdf		Burmese/Burma JBRS/JBRS Originals/461001.pdf	data/working/ocr/jbrs/text/461001-595b35f5e1c5.txt	data/working/ocr/jbrs/metadata/461001-595b35f5e1c5.json	10	completed	Burmese	false	false	false	false	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
461011-1b100ecd9943	jbrs-ocr-1996	461011.pdf		Burmese/Burma JBRS/JBRS Originals/461011.pdf	data/working/ocr/jbrs/text/461011-1b100ecd9943.txt	data/working/ocr/jbrs/metadata/461011-1b100ecd9943.json	15	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
471011-1c661ca9d2a1	jbrs-ocr-2008	471011.pdf		Burmese/Burma JBRS/JBRS Originals/471011.pdf	data/working/ocr/jbrs/text/471011-1c661ca9d2a1.txt	data/working/ocr/jbrs/metadata/471011-1c661ca9d2a1.json	62	completed	Burmese	true	false	false	false	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
482065-87d9c38544cb	jbrs-ocr-2038	482065.pdf		Burmese/Burma JBRS/JBRS Originals/482065.pdf	data/working/ocr/jbrs/text/482065-87d9c38544cb.txt	data/working/ocr/jbrs/metadata/482065-87d9c38544cb.json	11	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
501021-054d64f3ec44	jbrs-ocr-2056	501021.pdf		Burmese/Burma JBRS/JBRS Originals/501021.pdf	data/working/ocr/jbrs/text/501021-054d64f3ec44.txt	data/working/ocr/jbrs/metadata/501021-054d64f3ec44.json	11	completed	Burmese	false	false	true	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
501095-5959f008b473	jbrs-ocr-2060	501095.PDF		Burmese/Burma JBRS/JBRS Originals/501095.PDF	data/working/ocr/jbrs/text/501095-5959f008b473.txt	data/working/ocr/jbrs/metadata/501095-5959f008b473.json	26	completed	Mixed Burmese/Pali	true	true	true	true	true	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
511001-dbefb05f2ab9	jbrs-ocr-2068	511001.pdf		Burmese/Burma JBRS/JBRS Originals/511001.pdf	data/working/ocr/jbrs/text/511001-dbefb05f2ab9.txt	data/working/ocr/jbrs/metadata/511001-dbefb05f2ab9.json	7	completed	Burmese	true	false	false	true	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
521082-f377a63c4476	jbrs-ocr-2083	521082.pdf		Burmese/Burma JBRS/JBRS Originals/521082.pdf	data/working/ocr/jbrs/text/521082-f377a63c4476.txt	data/working/ocr/jbrs/metadata/521082-f377a63c4476.json	37	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
522081-52bfbf6bac34	jbrs-ocr-2088	522081.pdf		Burmese/Burma JBRS/JBRS Originals/522081.pdf	data/working/ocr/jbrs/text/522081-52bfbf6bac34.txt	data/working/ocr/jbrs/metadata/522081-52bfbf6bac34.json	22	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
532055-b29c344316ea	jbrs-ocr-2097	532055.pdf		Burmese/Burma JBRS/JBRS Originals/532055.pdf	data/working/ocr/jbrs/text/532055-b29c344316ea.txt	data/working/ocr/jbrs/metadata/532055-b29c344316ea.json	20	completed	Burmese	false	true	true	false	true	false	true	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
541059-b5548d957006	jbrs-ocr-2102	541059.pdf		Burmese/Burma JBRS/JBRS Originals/541059.pdf	data/working/ocr/jbrs/text/541059-b5548d957006.txt	data/working/ocr/jbrs/metadata/541059-b5548d957006.json	56	completed	Burmese	true	false	true	false	true	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
561031-abba8fd405a5	jbrs-ocr-2110	561031.pdf		Burmese/Burma JBRS/JBRS Originals/561031.pdf	data/working/ocr/jbrs/text/561031-abba8fd405a5.txt	data/working/ocr/jbrs/metadata/561031-abba8fd405a5.json	15	completed	Burmese	true	true	true	false	true	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
571001-da9c84549c18	jbrs-ocr-2116	571001.pdf		Burmese/Burma JBRS/JBRS Originals/571001.pdf	data/working/ocr/jbrs/text/571001-da9c84549c18.txt	data/working/ocr/jbrs/metadata/571001-da9c84549c18.json	201	completed	Burmese	true	true	true	true	true	false	true	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
581053-41496a2a01b9	jbrs-ocr-2118	581053_1975 ComparativeOldModernBurmese.pdf		Pe Maung Tin/581053_1975 ComparativeOldModernBurmese.pdf	data/working/ocr/jbrs/text/581053-41496a2a01b9.txt	data/working/ocr/jbrs/metadata/581053-41496a2a01b9.json	23	completed	Mixed Burmese/Pali	true	true	true	true	true	true	true	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
tosort-pe-maung-tin-development-of-burmese-language-pdf	jbrs-ocr-3350	pe-maung-tin-development-of-burmese-language.pdf		ToSort/pe-maung-tin-development-of-burmese-language.pdf	data/working/ocr/jbrs/text/tosort-pe-maung-tin-development-of-burmese-language-pdf.txt	data/working/ocr/jbrs/metadata/tosort-pe-maung-tin-development-of-burmese-language-pdf.json	2	completed	Burmese	true	true	true	true	true	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
022245-d96384af909d	jbrs-ocr-0123	CD-ASI-1909.pdf	1909	Burmese/Burma JBRS/1912/CD-ASI-1909.pdf	data/working/ocr/jbrs/text/022245-d96384af909d.txt	data/working/ocr/jbrs/metadata/022245-d96384af909d.json	2	completed	Burmese	false	false	true	true	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
011031-642d82a624e9	jbrs-ocr-0002	011031.pdf	1911	Burmese/Burma JBRS/1911/011031.pdf	data/working/ocr/jbrs/text/011031-642d82a624e9.txt	data/working/ocr/jbrs/metadata/011031-642d82a624e9.json	4	completed	Burmese	false	false	true	false	true	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
011156-0d22485e8ffa	jbrs-ocr-0037	011156.pdf	1911	Burmese/Burma JBRS/1911/011156.pdf	data/working/ocr/jbrs/text/011156-0d22485e8ffa.txt	data/working/ocr/jbrs/metadata/011156-0d22485e8ffa.json	2	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
012001-e1a50613e050	jbrs-ocr-0038	012001.pdf	1911	Burmese/Burma JBRS/JBRS Originals/012001.pdf	data/working/ocr/jbrs/text/012001-e1a50613e050.txt	data/working/ocr/jbrs/metadata/012001-e1a50613e050.json	10	completed	Burmese	false	false	true	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
1911-chineseantiquitiespagan-tawseinko1911-pdf	jbrs-ocr-0689	ChineseAntiquitiesPagan-TawSeinKo1911.pdf	1911	1911/ChineseAntiquitiesPagan-TawSeinKo1911.pdf	data/working/ocr/jbrs/text/1911-chineseantiquitiespagan-tawseinko1911-pdf.txt	data/working/ocr/jbrs/metadata/1911-chineseantiquitiespagan-tawseinko1911-pdf.json	10	completed	mixed_or_uncertain	false	false	true	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
1911-foundationpagan-furnivall1911-pdf	jbrs-ocr-0693	FoundationPagan-Furnivall1911.pdf	1911	1911/FoundationPagan-Furnivall1911.pdf	data/working/ocr/jbrs/text/1911-foundationpagan-furnivall1911-pdf.txt	data/working/ocr/jbrs/metadata/1911-foundationpagan-furnivall1911-pdf.json	4	completed	non_burmese_relevant_context	false	false	false	false	true	false	true	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
1911-grantbrown-1911-burmesesongs-pdf	jbrs-ocr-0695	GrantBrown-1911-BurmeseSongs.pdf	1911	1911/GrantBrown-1911-BurmeseSongs.pdf	data/working/ocr/jbrs/text/1911-grantbrown-1911-burmesesongs-pdf.txt	data/working/ocr/jbrs/metadata/1911-grantbrown-1911-burmesesongs-pdf.json	5	completed	Burmese	true	true	false	false	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
1911-haynes-paliliterature-1911-pdf	jbrs-ocr-0697	Haynes-PaliLiterature-1911.pdf	1911	1911/Haynes-PaliLiterature-1911.pdf	data/working/ocr/jbrs/text/1911-haynes-paliliterature-1911-pdf.txt	data/working/ocr/jbrs/metadata/1911-haynes-paliliterature-1911-pdf.json	4	completed	Pali	true	true	true	false	true	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
021038-b4487e7a4dfa	jbrs-ocr-0079	021038.pdf	1912	Burmese/Burma JBRS/JBRS Originals/021038.pdf	data/working/ocr/jbrs/text/021038-b4487e7a4dfa.txt	data/working/ocr/jbrs/metadata/021038-b4487e7a4dfa.json	6	completed	Burmese	false	true	true	true	true	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
021078-d339497ee1dd	jbrs-ocr-0088	021078.pdf	1912	Burmese/Burma JBRS/JBRS Originals/021078.pdf	data/working/ocr/jbrs/text/021078-d339497ee1dd.txt	data/working/ocr/jbrs/metadata/021078-d339497ee1dd.json	11	completed	Burmese	true	false	true	false	true	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
021093-a2e7c6edbf7d	jbrs-ocr-0091	021093.pdf	1912	Burmese/Burma JBRS/JBRS Originals/021093.pdf	data/working/ocr/jbrs/text/021093-a2e7c6edbf7d.txt	data/working/ocr/jbrs/metadata/021093-a2e7c6edbf7d.json	1	completed	Burmese	false	false	false	false	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
021102-47cd984de84e	jbrs-ocr-0095	021102.pdf	1912	Burmese/Burma JBRS/JBRS Originals/021102.pdf	data/working/ocr/jbrs/text/021102-47cd984de84e.txt	data/working/ocr/jbrs/metadata/021102-47cd984de84e.json	2	completed	Burmese	true	false	false	false	false	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
022184-3fadd36c6f9f	jbrs-ocr-0109	022184.pdf	1912	Burmese/Burma JBRS/JBRS Originals/022184.pdf	data/working/ocr/jbrs/text/022184-3fadd36c6f9f.txt	data/working/ocr/jbrs/metadata/022184-3fadd36c6f9f.json	4	completed	Burmese	false	false	false	false	false	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
022240-6b134be892b8	jbrs-ocr-0121	022240.pdf	1912	Burmese/Burma JBRS/JBRS Originals/022240.pdf	data/working/ocr/jbrs/text/022240-6b134be892b8.txt	data/working/ocr/jbrs/metadata/022240-6b134be892b8.json	3	completed	Mixed Burmese/Pali	true	true	false	false	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
1912-bell-aburmesesaying-pdf	jbrs-ocr-0708	Bell-ABurmeseSaying.pdf	1912	1912/Bell-ABurmeseSaying.pdf	data/working/ocr/jbrs/text/1912-bell-aburmesesaying-pdf.txt	data/working/ocr/jbrs/metadata/1912-bell-aburmesesaying-pdf.json	1	completed	non_burmese_relevant_context	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
1912-burmeseera-mayoung1912-pdf	jbrs-ocr-0709	BurmeseEra-MayOung1912.pdf	1912	1912/BurmeseEra-MayOung1912.pdf	data/working/ocr/jbrs/text/1912-burmeseera-mayoung1912-pdf.txt	data/working/ocr/jbrs/metadata/1912-burmeseera-mayoung1912-pdf.json	7	completed	Burmese	false	false	true	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
021123-bc781df6a868	jbrs-ocr-0104	CD-JRI.pdf	1912	Burmese/Burma JBRS/1912/CD-JRI.pdf	data/working/ocr/jbrs/text/021123-bc781df6a868.txt	data/working/ocr/jbrs/metadata/021123-bc781df6a868.json	1	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
1912-cd-noteontalaing-pdf	jbrs-ocr-0713	CD-NoteOnTalaing.pdf	1912	1912/CD-NoteOnTalaing.pdf	data/working/ocr/jbrs/text/1912-cd-noteontalaing-pdf.txt	data/working/ocr/jbrs/metadata/1912-cd-noteontalaing-pdf.json	3	completed	Mon	false	false	false	false	false	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
1912-cd-noteontalaing2-pdf	jbrs-ocr-0714	CD-NoteOnTalaing2.pdf	1912	1912/CD-NoteOnTalaing2.pdf	data/working/ocr/jbrs/text/1912-cd-noteontalaing2-pdf.txt	data/working/ocr/jbrs/metadata/1912-cd-noteontalaing2-pdf.json	2	completed	Mon	false	false	false	false	false	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
022256-6028da47d653	jbrs-ocr-0126	CD-OldBallads.pdf	1912	Burmese/Burma JBRS/1912/CD-OldBallads.pdf	data/working/ocr/jbrs/text/022256-6028da47d653.txt	data/working/ocr/jbrs/metadata/022256-6028da47d653.json	5	completed	Burmese	true	false	true	true	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
1912-duroiselle1912-burmeseprosody-iii-pdf	jbrs-ocr-0720	Duroiselle1912-BurmeseProsody-III.pdf	1912	1912/Duroiselle1912-BurmeseProsody-III.pdf	data/working/ocr/jbrs/text/1912-duroiselle1912-burmeseprosody-iii-pdf.txt	data/working/ocr/jbrs/metadata/1912-duroiselle1912-burmeseprosody-iii-pdf.json	1	completed	Burmese	false	false	false	false	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
1912-lacquerwarepagan-tawseinko1912-pdf	jbrs-ocr-0725	LacquerwarePagan-TawSeinKo1912.pdf	1912	1912/LacquerwarePagan-TawSeinKo1912.pdf	data/working/ocr/jbrs/text/1912-lacquerwarepagan-tawseinko1912-pdf.txt	data/working/ocr/jbrs/metadata/1912-lacquerwarepagan-tawseinko1912-pdf.json	4	completed	non_burmese_relevant_context	false	false	false	false	false	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
1912-originburmese-brown1912-pdf	jbrs-ocr-0730	OriginBurmese-Brown1912.pdf	1912	1912/OriginBurmese-Brown1912.pdf	data/working/ocr/jbrs/text/1912-originburmese-brown1912-pdf.txt	data/working/ocr/jbrs/metadata/1912-originburmese-brown1912-pdf.json	7	completed	Burmese	false	false	false	false	false	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
originkachins_hanson1912-01914909f6c3	jbrs-ocr-3341	OriginKachins-Hanson1912.pdf	1912	Burmese/Burma JBRS/1912/OriginKachins-Hanson1912.pdf	data/working/ocr/jbrs/text/originkachins_hanson1912-01914909f6c3.txt	data/working/ocr/jbrs/metadata/originkachins_hanson1912-01914909f6c3.json	10	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
1912-talaingepigraphy-blagden1912-pdf	jbrs-ocr-0733	TalaingEpigraphy-Blagden1912.pdf	1912	1912/TalaingEpigraphy-Blagden1912.pdf	data/working/ocr/jbrs/text/1912-talaingepigraphy-blagden1912-pdf.txt	data/working/ocr/jbrs/metadata/1912-talaingepigraphy-blagden1912-pdf.json	6	completed	Mon	false	true	true	true	true	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
031022-7823d225cfb2	jbrs-ocr-0133	031022.pdf	1913	Burmese/Burma JBRS/JBRS Originals/031022.pdf	data/working/ocr/jbrs/text/031022-7823d225cfb2.txt	data/working/ocr/jbrs/metadata/031022-7823d225cfb2.json	12	completed	Burmese	true	false	false	false	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
031078-057d650c3ea6	jbrs-ocr-0145	031078.pdf	1913	Burmese/Burma JBRS/JBRS Originals/031078.pdf	data/working/ocr/jbrs/text/031078-057d650c3ea6.txt	data/working/ocr/jbrs/metadata/031078-057d650c3ea6.json	3	completed	Burmese	false	true	true	true	true	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
031080-d0cd762eff2d	jbrs-ocr-0146	031080.pdf	1913	Burmese/Burma JBRS/JBRS Originals/031080.pdf	data/working/ocr/jbrs/text/031080-d0cd762eff2d.txt	data/working/ocr/jbrs/metadata/031080-d0cd762eff2d.json	1	completed	Burmese	false	false	false	false	false	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
032148-0c66971ba207	jbrs-ocr-0156	032148.pdf	1913	Burmese/Burma JBRS/JBRS Originals/032148.pdf	data/working/ocr/jbrs/text/032148-0c66971ba207.txt	data/working/ocr/jbrs/metadata/032148-0c66971ba207.json	12	completed	Burmese	true	false	false	false	true	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
1913-furnivall1914-monheroes-pdf	jbrs-ocr-0762	Furnivall1914-MonHeroes.pdf	1913	1913/Furnivall1914-MonHeroes.pdf	data/working/ocr/jbrs/text/1913-furnivall1914-monheroes-pdf.txt	data/working/ocr/jbrs/metadata/1913-furnivall1914-monheroes-pdf.json	5	completed	Mon	true	false	false	false	false	true	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
042144-09a12de35fb2	jbrs-ocr-0191	042144.pdf	1914	Burmese/Burma JBRS/JBRS Originals/042144.pdf	data/working/ocr/jbrs/text/042144-09a12de35fb2.txt	data/working/ocr/jbrs/metadata/042144-09a12de35fb2.json	2	completed	Burmese	false	false	false	false	false	false	false	Repo-safe OCR export copied from completed gitignored local OCR text; page images and Google Vision JSON remain under data_local/.
